feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	13007	14239	+							L7H18_00060	1233		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	13007	14239	+	UMX47934.1			hypothetical protein			L7H18_00060	1233	410	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	14236	15693	+							L7H18_00065	1458		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	14236	15693	+	UMX47935.1			ATP-binding protein			L7H18_00065	1458	485	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	15763	16131	+							L7H18_00070	369		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	15763	16131	+	UMX47936.1			response regulator			L7H18_00070	369	122	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	16160	16528	+							L7H18_00075	369		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	16160	16528	+	UMX47937.1			response regulator			L7H18_00075	369	122	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	16743	17669	+					holA		L7H18_00080	927		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	16743	17669	+	UMX47938.1			DNA polymerase III subunit delta	holA		L7H18_00080	927	308	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	17906	18172	-					rpsT		L7H18_00085	267		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	17906	18172	-	UMX47939.1			30S ribosomal protein S20	rpsT		L7H18_00085	267	88	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	18905	31531	+							L7H18_00090	12627		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	18905	31531	+	UMX47940.1			NYN domain-containing protein			L7H18_00090	12627	4208	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	31677	32027	+					avd		L7H18_00095	351		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	31677	32027	+	UMX47941.1			diversity-generating retroelement protein Avd	avd		L7H18_00095	351	116	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	32033	32326	-							L7H18_00100	294		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	32033	32326	-	UMX47942.1			hypothetical protein			L7H18_00100	294	97	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	32521	32925	+							L7H18_00105	405		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	32521	32925	+	UMX47943.1			reverse transcriptase			L7H18_00105	405	134	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	32891	33610	+							L7H18_00110	720		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	32891	33610	+	UMX47944.1			RNA-directed DNA polymerase			L7H18_00110	720	239	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	33811	34026	+							L7H18_00115	216		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	33811	34026	+	UMX47945.1			ribbon-helix-helix domain-containing protein			L7H18_00115	216	71	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	34083	34343	+							L7H18_00120	261		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	34083	34343	+	UMX47946.1			type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family			L7H18_00120	261	86	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	34463	35716	+							L7H18_00125	1254		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	34463	35716	+	UMX47947.1			ATP-binding protein			L7H18_00125	1254	417	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	35802	35972	+							L7H18_00130	171		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	35802	35972	+	UMX47948.1			hypothetical protein			L7H18_00130	171	56	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	36057	37007	+							L7H18_00135	951		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	36057	37007	+	UMX48465.1			hypothetical protein			L7H18_00135	951	316	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	37075	37833	+							L7H18_00140	759		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	37075	37833	+	UMX47949.1			hypothetical protein			L7H18_00140	759	252	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	37927	42018	+							L7H18_00145	4092		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	37927	42018	+	UMX47950.1			LamG domain-containing protein			L7H18_00145	4092	1363	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	42348	42566	-							L7H18_00150	219		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	42348	42566	-	UMX47951.1			type II toxin-antitoxin system HicA family toxin			L7H18_00150	219	72	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	42559	42801	-							L7H18_00155	243		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	42559	42801	-	UMX47952.1			DUF1902 domain-containing protein			L7H18_00155	243	80	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	43174	43371	+							L7H18_00160	198		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	43174	43371	+	UMX47953.1			hypothetical protein			L7H18_00160	198	65	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	43368	43640	+							L7H18_00165	273		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	43368	43640	+	UMX47954.1			hypothetical protein			L7H18_00165	273	90	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	43809	45140	+							L7H18_00170	1332		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	43809	45140	+	UMX47955.1			UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase			L7H18_00170	1332	443	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	45493	46062	+							L7H18_00175	570		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	45493	46062	+	UMX47956.1			3D domain-containing protein			L7H18_00175	570	189	
gene	tRNA	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	46118	46199	-							L7H18_00180	82		
tRNA		GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	46118	46199	-				tRNA-Leu			L7H18_00180	82		anticodon=TAA
gene	tRNA	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	46211	46282	-							L7H18_00185	72		
tRNA		GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	46211	46282	-				tRNA-Cys			L7H18_00185	72		anticodon=GCA
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	46265	46519	-							L7H18_00190	255		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	46265	46519	-	UMX47957.1			GIY-YIG nuclease family protein			L7H18_00190	255	84	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	47001	47345	-					rbfA		L7H18_00195	345		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	47001	47345	-	UMX47958.1			30S ribosome-binding factor RbfA	rbfA		L7H18_00195	345	114	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	47440	48939	-					infB		L7H18_00200	1500		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	47440	48939	-	UMX47959.1			translation initiation factor IF-2	infB		L7H18_00200	1500	499	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	49086	49451	-							L7H18_00205	366		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	49086	49451	-	UMX47960.1			DUF4446 family protein			L7H18_00205	366	121	
gene	tRNA	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	49545	49631	-							L7H18_00210	87		
tRNA		GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	49545	49631	-				tRNA-Ser			L7H18_00210	87		anticodon=CGA
gene	tRNA	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	49902	49974	-							L7H18_00215	73		
tRNA		GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	49902	49974	-				tRNA-Val			L7H18_00215	73		anticodon=TAC
gene	tRNA	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	50037	50120	-							L7H18_00220	84		
tRNA		GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	50037	50120	-				tRNA-Leu			L7H18_00220	84		anticodon=GAG
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	50197	50577	-					rplS		L7H18_00225	381		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	50197	50577	-	UMX47961.1			50S ribosomal protein L19	rplS		L7H18_00225	381	126	
gene	tRNA	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	50655	50726	-							L7H18_00230	72		
tRNA		GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	50655	50726	-				tRNA-Val			L7H18_00230	72		anticodon=GAC
gene	tRNA	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	50743	50816	-							L7H18_00235	74		
tRNA		GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	50743	50816	-				tRNA-Ile			L7H18_00235	74		anticodon=TAT
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	50840	52669	-					ftsH		L7H18_00240	1830		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	50840	52669	-	UMX47962.1			ATP-dependent zinc metalloprotease FtsH	ftsH		L7H18_00240	1830	609	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	52691	53521	-							L7H18_00245	831		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	52691	53521	-	UMX47963.1			S1 RNA-binding domain-containing protein			L7H18_00245	831	276	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	53803	54831	+							L7H18_00250	1029		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	53803	54831	+	UMX47964.1			Fic family protein			L7H18_00250	1029	342	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	54958	58446	+							L7H18_00255	3489		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	54958	58446	+	UMX47965.1			class I tRNA ligase family protein			L7H18_00255	3489	1162	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	58615	59634	+							L7H18_00260	1020		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	58615	59634	+	UMX47966.1			hypothetical protein			L7H18_00260	1020	339	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	59639	60352	+							L7H18_00265	714		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	59639	60352	+	UMX47967.1			hypothetical protein			L7H18_00265	714	237	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	60361	61008	+					recO		L7H18_00270	648		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	60361	61008	+	UMX47968.1			DNA repair protein RecO	recO		L7H18_00270	648	215	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	61137	62813	+							L7H18_00275	1677		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	61137	62813	+	UMX47969.1			hypothetical protein			L7H18_00275	1677	558	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	62924	64315	+							L7H18_00280	1392		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	62924	64315	+	UMX47970.1			glycine--tRNA ligase			L7H18_00280	1392	463	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	64330	64938	+							L7H18_00285	609		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	64330	64938	+	UMX47971.1			prepilin-type N-terminal cleavage/methylation domain-containing protein			L7H18_00285	609	202	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	64943	65179	+							L7H18_00290	237		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	64943	65179	+	UMX47972.1			hypothetical protein			L7H18_00290	237	78	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	65186	65737	+							L7H18_00295	552		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	65186	65737	+	UMX47973.1			type II secretion system GspH family protein			L7H18_00295	552	183	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	65789	67060	+							L7H18_00300	1272		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	65789	67060	+	UMX47974.1			insulinase family protein			L7H18_00300	1272	423	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	67066	68097	+							L7H18_00305	1032		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	67066	68097	+	UMX47975.1			AI-2E family transporter			L7H18_00305	1032	343	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	68141	68827	+					rsmI		L7H18_00310	687		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	68141	68827	+	UMX47976.1			16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI		L7H18_00310	687	228	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	68850	70298	+					metG		L7H18_00315	1449		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	68850	70298	+	UMX47977.1			methionine--tRNA ligase	metG		L7H18_00315	1449	482	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	71071	71469	+							L7H18_00320	399		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	71071	71469	+	UMX47978.1			hypothetical protein			L7H18_00320	399	132	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	71495	71698	+							L7H18_00325	204		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	71495	71698	+	UMX47979.1			hypothetical protein			L7H18_00325	204	67	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	71903	72154	+							L7H18_00330	252		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	71903	72154	+	UMX47980.1			hypothetical protein			L7H18_00330	252	83	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	72763	74046	+							L7H18_00335	1284		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	72763	74046	+	UMX47981.1			NAD+ synthase			L7H18_00335	1284	427	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	74110	75066	+							L7H18_00340	957		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	74110	75066	+	UMX47982.1			DUF475 domain-containing protein			L7H18_00340	957	318	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	75050	75889	+							L7H18_00345	840		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	75050	75889	+	UMX47983.1			TatD family hydrolase			L7H18_00345	840	279	
gene	tRNA	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	75973	76058	+							L7H18_00350	86		
tRNA		GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	75973	76058	+				tRNA-Ser			L7H18_00350	86		anticodon=GCT
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	76360	77445	+							L7H18_00355	1086		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	76360	77445	+	UMX47984.1			Fic family protein			L7H18_00355	1086	361	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	77748	77888	-							L7H18_00360	141		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	77748	77888	-	UMX47985.1			hypothetical protein			L7H18_00360	141	46	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	78004	78360	+							L7H18_00365	357		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	78004	78360	+	UMX47986.1			hypothetical protein			L7H18_00365	357	118	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	78662	81214	+							L7H18_00370	2553		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	78662	81214	+	UMX47987.1			cation-translocating P-type ATPase			L7H18_00370	2553	850	
gene	tRNA	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	81282	81369	+							L7H18_00375	88		
tRNA		GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	81282	81369	+				tRNA-Ser			L7H18_00375	88		anticodon=TGA
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	81472	81822	+							L7H18_00380	351		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	81472	81822	+	UMX47988.1			hypothetical protein			L7H18_00380	351	116	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	81917	82753	+							L7H18_00385	837		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	81917	82753	+	UMX47989.1			Bro-N domain-containing protein			L7H18_00385	837	278	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	83034	83381	+							L7H18_00390	348		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	83034	83381	+	UMX47990.1			DUF1801 domain-containing protein			L7H18_00390	348	115	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	83406	83717	+							L7H18_00395	312		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	83406	83717	+	UMX47991.1			AraC family transcriptional regulator			L7H18_00395	312	103	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	83881	84390	+							L7H18_00400	510		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	83881	84390	+	UMX47992.1			hypothetical protein			L7H18_00400	510	169	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	84399	85346	+							L7H18_00405	948		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	84399	85346	+	UMX47993.1			hypothetical protein			L7H18_00405	948	315	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	85628	86023	+							L7H18_00410	396		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	85628	86023	+	UMX47994.1			cupin domain-containing protein			L7H18_00410	396	131	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	85962	86801	+							L7H18_00415	840		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	85962	86801	+	UMX47995.1			DUF4111 domain-containing protein			L7H18_00415	840	279	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	86861	87331	+							L7H18_00420	471		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	86861	87331	+	UMX47996.1			type II toxin-antitoxin system RelB/DinJ family antitoxin			L7H18_00420	471	156	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	87365	87895	+							L7H18_00425	531		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	87365	87895	+	UMX47997.1			HD domain-containing protein			L7H18_00425	531	176	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	88051	88629	+							L7H18_00430	579		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	88051	88629	+	UMX47998.1			HAD-IA family hydrolase			L7H18_00430	579	192	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	88639	89226	+							L7H18_00435	588		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	88639	89226	+	UMX47999.1			nucleotidyltransferase domain-containing protein			L7H18_00435	588	195	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	89227	89634	+							L7H18_00440	408		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	89227	89634	+	UMX48000.1			hypothetical protein			L7H18_00440	408	135	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	89817	90086	+							L7H18_00445	270		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	89817	90086	+	UMX48001.1			zinc ribbon domain-containing protein			L7H18_00445	270	89	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	90110	90892	+							L7H18_00450	783		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	90110	90892	+	UMX48002.1			DUF333 domain-containing protein			L7H18_00450	783	260	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	90899	91876	+							L7H18_00455	978		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	90899	91876	+	UMX48003.1			hypothetical protein			L7H18_00455	978	325	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	91940	92167	+							L7H18_00460	228		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	91940	92167	+	UMX48004.1			type II toxin-antitoxin system prevent-host-death family antitoxin			L7H18_00460	228	75	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	92170	92415	+							L7H18_00465	246		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	92170	92415	+	UMX48005.1			hypothetical protein			L7H18_00465	246	81	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	92460	92732	+							L7H18_00470	273		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	92460	92732	+	UMX48006.1			hypothetical protein			L7H18_00470	273	90	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	92739	93338	+							L7H18_00475	600		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	92739	93338	+	UMX48007.1			ribonuclease H family protein			L7H18_00475	600	199	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	93510	94223	+					atpB		L7H18_00480	714		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	93510	94223	+	UMX48008.1			F0F1 ATP synthase subunit A	atpB		L7H18_00480	714	237	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	94309	94539	+							L7H18_00485	231		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	94309	94539	+	UMX48009.1			AtpZ/AtpI family protein			L7H18_00485	231	76	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	94569	94796	+					atpE		L7H18_00490	228		
CDS	with_protein	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	94569	94796	+	UMX48010.1			ATP synthase F0 subunit C	atpE		L7H18_00490	228	75	
gene	protein_coding	GCA_022530585.1	Primary Assembly	chromosome		CP092821.1	94990	95496	+					atpF		L7H18_00495	507		
