feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	14159	14458	+	SQE53772.1			30S ribosomal protein S6	rpsF		NCTC12421_00014	300	99	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	14501	15019	+					ssb		NCTC12421_00015	519		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	14501	15019	+	SQE53773.1			single-stranded DNA-binding protein	ssb		NCTC12421_00015	519	172	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	15049	15285	+					rpsR		NCTC12421_00016	237		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	15049	15285	+	SQE53774.1			SSU ribosomal protein S18P	rpsR		NCTC12421_00016	237	78	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	15474	15887	+					gmm		NCTC12421_00017	414		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	15474	15887	+	SQE53775.1			ADP-ribose pyrophosphatase	gmm		NCTC12421_00017	414	137	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	15966	16238	+					ywrO		NCTC12421_00018	273		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	15966	16238	+	SQE53776.1			General stress protein 14	ywrO		NCTC12421_00018	273	90	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	16464	20303	+							NCTC12421_00019	3840		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	16464	20303	+	SQE53777.1			Polysaccharide lyase family 8, C-terminal beta-sandwich domain./Polysaccharide lyase family 8, N terminal alpha-helical domain./Polysaccharide lyase family 8, super-sandwich domain.			NCTC12421_00019	3840	1279	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	20512	21963	+					ppaC_1		NCTC12421_00020	1452		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	20512	21963	+	SQE53778.1			DHH family protein	ppaC_1		NCTC12421_00020	1452	483	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	21976	22428	+					rplI		NCTC12421_00021	453		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	21976	22428	+	SQE53779.1			50S ribosomal protein L9	rplI		NCTC12421_00021	453	150	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	22659	22967	+							NCTC12421_00022	309		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	22659	22967	+	SQE53780.1			Uncharacterised protein			NCTC12421_00022	309	102	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	23124	24494	+					dnaC		NCTC12421_00023	1371		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	23124	24494	+	SQE53781.1			replicative DNA helicase	dnaC		NCTC12421_00023	1371	456	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	24544	24864	-							NCTC12421_00024	321		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	24544	24864	-	SQE53782.1			Uncharacterised protein			NCTC12421_00024	321	106	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	25284	27452	+					ptsG		NCTC12421_00025	2169		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	25284	27452	+	SQE53783.1			PTS system maltose-specific IIA component, Glc family (TC 4.A.1.1.11)/PTS system maltose-specific IIB component, Glc family (TC 4.A.1.1.11)/PTS system maltose-specific IIC component, Glc family (TC 4.A.1.1.11)	ptsG		NCTC12421_00025	2169	722	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	27553	28350	+							NCTC12421_00026	798		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	27553	28350	+	SQE53784.1			endonuclease/exonuclease/phosphatase family protein			NCTC12421_00026	798	265	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	28612	29904	+					purA		NCTC12421_00027	1293		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	28612	29904	+	SQE53785.1			adenylosuccinate synthase	purA		NCTC12421_00027	1293	430	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	30118	31320	-							NCTC12421_00028	1203		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	30118	31320	-	SQE53786.1			galactoside permease			NCTC12421_00028	1203	400	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	31632	33263	-					yheS_1		NCTC12421_00029	1632		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	31632	33263	-	SQE53787.1			ABC transporter ATP-binding protein	yheS_1		NCTC12421_00029	1632	543	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	33457	34155	-							NCTC12421_00030	699		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	33457	34155	-	SQE53788.1			transcriptional activator, Rgg/GadR/MutR family, C-terminal domain			NCTC12421_00030	699	232	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	34193	34327	-							NCTC12421_00031	135		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	34193	34327	-	SQE53789.1			transcriptional activator, Rgg/GadR/MutR family, C- domain-containing protein			NCTC12421_00031	135	44	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	34500	36098	+					bmrA		NCTC12421_00032	1599		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	34500	36098	+	SQE53790.1			ABC transporter-like protein	bmrA		NCTC12421_00032	1599	532	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	36115	36228	+							NCTC12421_00033	114		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	36115	36228	+	SQE53791.1			Uncharacterised protein			NCTC12421_00033	114	37	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	36264	37250	-					cytR_1		NCTC12421_00034	987		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	36264	37250	-	SQE53792.1			LacI family transcriptional regulator	cytR_1		NCTC12421_00034	987	328	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	37550	38359	+					agaC_1		NCTC12421_00035	810		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	37550	38359	+	SQE53793.1			PTS system mannose/fructose/sorbose transporter subunit IIC	agaC_1		NCTC12421_00035	810	269	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	38346	39158	+					manZ_1		NCTC12421_00036	813		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	38346	39158	+	SQE53794.1			PTS system mannose/fructose/sorbose transporter subunit IID	manZ_1		NCTC12421_00036	813	270	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	39183	40652	+							NCTC12421_00037	1470		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	39183	40652	+	SQE53795.1			arylsulfatase			NCTC12421_00037	1470	489	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	40682	41803	+							NCTC12421_00038	1122		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	40682	41803	+	SQE53796.1			anaerobic sulfatase maturase			NCTC12421_00038	1122	373	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	41800	42573	+							NCTC12421_00039	774		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	41800	42573	+	SQE53797.1			sulfite exporter TauE/SafE			NCTC12421_00039	774	257	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	42650	42958	+					chbA_1		NCTC12421_00040	309		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	42650	42958	+	SQE53798.1			PTS system transporter subunit IIA	chbA_1		NCTC12421_00040	309	102	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	43295	43945	-							NCTC12421_00041	651		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	43295	43945	-	SQE53799.1			IS204/IS1001/IS1096/IS1165 transposase			NCTC12421_00041	651	216	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	44011	44640	-							NCTC12421_00042	630		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	44011	44640	-	SQE53800.1			ISL3 family transposase			NCTC12421_00042	630	209	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	44922	45254	+					licB_1		NCTC12421_00043	333		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	44922	45254	+	SQE53801.1			PTS system, lactose/cellobiose family IIB component	licB_1		NCTC12421_00043	333	110	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	45274	45636	+					chbA_2		NCTC12421_00044	363		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	45274	45636	+	SQE53802.1			PTS system, lactose/cellobiose-specific IIA component	chbA_2		NCTC12421_00044	363	120	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	45695	46783	+							NCTC12421_00045	1089		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	45695	46783	+	SQE53803.1			outer surface protein			NCTC12421_00045	1089	362	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	47053	48489	+					bglA_1		NCTC12421_00046	1437		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	47053	48489	+	SQE53804.1			6-phospho-beta-glucosidase	bglA_1		NCTC12421_00046	1437	478	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	48555	49049	+							NCTC12421_00047	495		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	48555	49049	+	SQE53805.1			Uncharacterised protein			NCTC12421_00047	495	164	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	49072	50418	+					gmuC_1		NCTC12421_00048	1347		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	49072	50418	+	SQE53806.1			PTS system cellobiose-specific transporter subunit IIC	gmuC_1		NCTC12421_00048	1347	448	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	50518	51231	-					yydK		NCTC12421_00049	714		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	50518	51231	-	SQE53807.1			GntR family transcriptional regulator	yydK		NCTC12421_00049	714	237	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	51412	52893	+					arb_1		NCTC12421_00050	1482		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	51412	52893	+	SQE53808.1			6-phospho-beta-glucosidase	arb_1		NCTC12421_00050	1482	493	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	52940	54187	-					proA		NCTC12421_00051	1248		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	52940	54187	-	SQE53809.1			gamma-glutamyl phosphate reductase	proA		NCTC12421_00051	1248	415	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	54203	55009	-					proB		NCTC12421_00052	807		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	54203	55009	-	SQE53810.1			glutamate 5-kinase	proB		NCTC12421_00052	807	268	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	55322	55831	-							NCTC12421_00053	510		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	55322	55831	-	SQE53811.1			Uncharacterised protein			NCTC12421_00053	510	169	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	56204	56575	+					dut		NCTC12421_00054	372		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	56204	56575	+	SQE53812.1			dUTP diphosphatase	dut		NCTC12421_00054	372	123	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	56588	57958	+					radA		NCTC12421_00055	1371		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	56588	57958	+	SQE53813.1			DNA repair protein RadA	radA		NCTC12421_00055	1371	456	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	58158	59264	+							NCTC12421_00056	1107		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	58158	59264	+	SQE53814.1			pili retraction protein pilT			NCTC12421_00056	1107	368	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	59304	59861	+					rfbC_1		NCTC12421_00057	558		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	59304	59861	+	SQE53815.1			dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC_1		NCTC12421_00057	558	185	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	60119	60424	+							NCTC12421_00058	306		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	60119	60424	+	SQE53816.1			Uncharacterised protein			NCTC12421_00058	306	101	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	60646	60969	+					yjaB		NCTC12421_00059	324		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	60646	60969	+	SQE53817.1			acetyltransferase	yjaB		NCTC12421_00059	324	107	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	61064	62521	+					gltX		NCTC12421_00060	1458		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	61064	62521	+	SQE53818.1			glutamate--tRNA ligase	gltX		NCTC12421_00060	1458	485	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	62885	63418	+					cysE		NCTC12421_00062	534		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	62885	63418	+	SQE53819.1			serine O-acetyltransferase	cysE		NCTC12421_00062	534	177	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	63411	64817	+					cysS		NCTC12421_00063	1407		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	63411	64817	+	SQE53820.1			cysteinyl-tRNA synthetase	cysS		NCTC12421_00063	1407	468	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	64817	65209	+					mrnC		NCTC12421_00064	393		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	64817	65209	+	SQE53821.1			ribonuclease III	mrnC		NCTC12421_00064	393	130	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	65206	66009	+							NCTC12421_00065	804		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	65206	66009	+	SQE53822.1			trmH family tRNA/rRNA methyltransferase			NCTC12421_00065	804	267	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	66013	66549	+							NCTC12421_00066	537		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	66013	66549	+	SQE53823.1			putative RNA-binding protein containing a PIN domain			NCTC12421_00066	537	178	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	66700	67269	+							NCTC12421_00067	570		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	66700	67269	+	SQE53824.1			RNA polymerase sigma-70 factor family protein			NCTC12421_00067	570	189	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	67284	67724	+							NCTC12421_00068	441		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	67284	67724	+	SQE53825.1			Uncharacterised protein			NCTC12421_00068	441	146	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	67858	69000	-							NCTC12421_00069	1143		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	67858	69000	-	SQE53826.1			transposase			NCTC12421_00069	1143	380	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	69017	69421	-							NCTC12421_00070	405		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	69017	69421	-	SQE53827.1			transposase like protein			NCTC12421_00070	405	134	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	69732	70382	-					yvdM_1		NCTC12421_00071	651		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	69732	70382	-	SQE53828.1			beta-phosphoglucomutase	yvdM_1		NCTC12421_00071	651	216	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	71007	71585	+					thiT		NCTC12421_00073	579		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	71007	71585	+	SQE53829.1			thiamin permease	thiT		NCTC12421_00073	579	192	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	71655	72611	-					birA		NCTC12421_00074	957		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	71655	72611	-	SQE53830.1			biotin-[acetyl-CoA-carboxylase] ligase	birA		NCTC12421_00074	957	318	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	73137	73490	+							NCTC12421_00075	354		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	73137	73490	+	SQE53831.1			Uncharacterised protein			NCTC12421_00075	354	117	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	73685	74053	+							NCTC12421_00076	369		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	73685	74053	+	SQE53832.1			Uncharacterised protein			NCTC12421_00076	369	122	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	74141	74848	+							NCTC12421_00077	708		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	74141	74848	+	SQE53833.1			Uncharacterised protein			NCTC12421_00077	708	235	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	75006	75248	+							NCTC12421_00078	243		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	75006	75248	+	SQE53834.1			veg family protein			NCTC12421_00078	243	80	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	75345	75788	+							NCTC12421_00079	444		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	75345	75788	+	SQE53835.1			N-acetyltransferase GCN5			NCTC12421_00079	444	147	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	75874	76296	-					mscL		NCTC12421_00080	423		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	75874	76296	-	SQE53836.1			large conductance mechanosensitive channel protein	mscL		NCTC12421_00080	423	140	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	76499	77764	+							NCTC12421_00081	1266		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	76499	77764	+	SQE53837.1			Peptidase M16 inactive domain protein			NCTC12421_00081	1266	421	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	77757	79046	+							NCTC12421_00082	1290		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	77757	79046	+	SQE53838.1			M16 family peptidase			NCTC12421_00082	1290	429	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	79233	80171	+							NCTC12421_00083	939		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	79233	80171	+	SQE53839.1			transcriptional regulator, XRE family			NCTC12421_00083	939	312	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	80279	80860	+					pgsA		NCTC12421_00084	582		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	80279	80860	+	SQE53840.1			CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA		NCTC12421_00084	582	193	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	80925	82169	+							NCTC12421_00085	1245		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	80925	82169	+	SQE53841.1			competence/damage-inducible protein CinA domain protein			NCTC12421_00085	1245	414	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	82296	83342	+					recA		NCTC12421_00086	1047		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	82296	83342	+	SQE53842.1			recombination protein A	recA		NCTC12421_00086	1047	348	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	83560	85119	+					rny		NCTC12421_00087	1560		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	83560	85119	+	SQE53843.1			2',3'-cyclic-nucleotide 2'-phosphodiesterase	rny		NCTC12421_00087	1560	519	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	85337	85558	+							NCTC12421_00088	222		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	85337	85558	+	SQE53844.1			Cro/CI family transcriptional regulator			NCTC12421_00088	222	73	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	85545	86306	+							NCTC12421_00089	762		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	85545	86306	+	SQE53845.1			Protein of uncharacterised function (DUF3169)			NCTC12421_00089	762	253	
gene	protein_coding	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	86335	87234	+					ecsA_1		NCTC12421_00090	900		
CDS	with_protein	GCA_900474605.1	Primary Assembly	chromosome	1	LS483306.1	86335	87234	+	SQE53846.1			ABC transporter ATP-binding protein	ecsA_1		NCTC12421_00090	900	299	
