feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	13054	14049	+							MXAN_0013	996		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	13054	14049	+	ABF86971.1			hypothetical protein			MXAN_0013	996	331	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	14066	14845	-							MXAN_0014	780		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	14066	14845	-	ABF87511.1			conserved hypothetical protein			MXAN_0014	780	259	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	15080	16390	+							MXAN_0015	1311		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	15080	16390	+	ABF92663.1			conserved hypothetical protein			MXAN_0015	1311	436	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	16412	18307	-							MXAN_0016	1896		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	16412	18307	-	ABF86069.1			esterase, PHB depolymerase family			MXAN_0016	1896	631	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	18526	19494	-					gshB		MXAN_0017	969		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	18526	19494	-	ABF90737.1			glutathione synthase	gshB		MXAN_0017	969	322	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	19574	21286	-							MXAN_0018	1713		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	19574	21286	-	ABF90490.1			serine/threonine kinase family protein			MXAN_0018	1713	570	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	22471	24672	+							MXAN_0019	2202		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	22471	24672	+	ABF87696.1			hypothetical protein			MXAN_0019	2202	733	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	24666	25397	-							MXAN_0020	732		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	24666	25397	-	ABF86164.1			hypothetical protein			MXAN_0020	732	243	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	25822	27387	-							MXAN_0021	1566		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	25822	27387	-	ABF89030.1			hypothetical protein			MXAN_0021	1566	521	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	27440	28207	-							MXAN_0022	768		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	27440	28207	-	ABF90975.1			putative lipoprotein			MXAN_0022	768	255	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	28264	31071	-					pkn13		MXAN_0023	2808		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	28264	31071	-	ABF92033.1			serine/threonine kinase PKN13	pkn13		MXAN_0023	2808	935	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	31391	33286	+							MXAN_0024	1896		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	31391	33286	+	ABF89465.1			3'-5' exoribonuclease, VacB/RNase II family			MXAN_0024	1896	631	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	33255	33941	+							MXAN_0025	687		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	33255	33941	+	ABF89578.1			hypothetical protein			MXAN_0025	687	228	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	33951	34370	+							MXAN_0026	420		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	33951	34370	+	ABF87179.1			hypothetical protein			MXAN_0026	420	139	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	34381	35274	-							MXAN_0027	894		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	34381	35274	-	ABF86134.1			hypothetical protein			MXAN_0027	894	297	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	35219	35986	-							MXAN_0028	768		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	35219	35986	-	ABF92882.1			conserved domain protein			MXAN_0028	768	255	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	35989	38070	+							MXAN_0029	2082		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	35989	38070	+	ABF88713.1			hypothetical protein			MXAN_0029	2082	693	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	38087	39049	-							MXAN_0030	963		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	38087	39049	-	ABF91152.1			conserved hypothetical protein			MXAN_0030	963	320	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	39368	39937	+							MXAN_0031	570		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	39368	39937	+	ABF88733.1			putative lipoprotein			MXAN_0031	570	189	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	39934	40524	+							MXAN_0032	591		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	39934	40524	+	ABF86291.1			hypothetical protein			MXAN_0032	591	196	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	40722	41213	+							MXAN_0033	492		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	40722	41213	+	ABF87042.1			hypothetical protein			MXAN_0033	492	163	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	41220	41990	-							MXAN_0034	771		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	41220	41990	-	ABF89271.1			hydrolase, haloacid dehalogenase-like family			MXAN_0034	771	256	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	42049	43059	-							MXAN_0035	1011		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	42049	43059	-	ABF88636.1			ABC transporter, substrate-binding protein, aliphatic sulfonates family			MXAN_0035	1011	336	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	43139	43900	-							MXAN_0036	762		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	43139	43900	-	ABF89477.1			putative aliphatic sulfonates ABC transporter, permease protein			MXAN_0036	762	253	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	43910	44689	-							MXAN_0037	780		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	43910	44689	-	ABF90578.1			putative aliphatic sulfonates ABC transporter, ATP-binding protein			MXAN_0037	780	259	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	44867	45361	+							MXAN_0038	495		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	44867	45361	+	ABF87699.1			hypothetical protein			MXAN_0038	495	164	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	45388	46008	-							MXAN_0039	621		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	45388	46008	-	ABF92651.1			hypothetical protein			MXAN_0039	621	206	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	46167	47252	+							MXAN_0040	1086		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	46167	47252	+	ABF89793.1			putative glucose 1-dehydrogenase			MXAN_0040	1086	361	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	47274	49139	+							MXAN_0041	1866		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	47274	49139	+	ABF91930.1			glycosyl hydrolase, family 15			MXAN_0041	1866	621	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	49156	51831	-							MXAN_0042	2676		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	49156	51831	-	ABF86870.1			hypothetical protein			MXAN_0042	2676	891	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	51872	53212	-							MXAN_0043	1341		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	51872	53212	-	ABF86677.1			conserved hypothetical protein			MXAN_0043	1341	446	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	53209	53673	-							MXAN_0044	465		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	53209	53673	-	ABF89886.1			conserved hypothetical protein			MXAN_0044	465	154	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	53785	54915	+							MXAN_0045	1131		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	53785	54915	+	ABF89850.1			conserved domain protein			MXAN_0045	1131	376	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	54872	55510	-							MXAN_0046	639		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	54872	55510	-	ABF88597.1			hypothetical protein			MXAN_0046	639	212	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	55489	56160	-							MXAN_0047	672		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	55489	56160	-	ABF88834.1			hypothetical protein			MXAN_0047	672	223	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	56126	56482	-							MXAN_0048	357		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	56126	56482	-	ABF85984.1			hypothetical protein			MXAN_0048	357	118	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	56489	57073	-							MXAN_0049	585		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	56489	57073	-	ABF86786.1			hypothetical protein			MXAN_0049	585	194	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	57099	57983	-							MXAN_0050	885		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	57099	57983	-	ABF93012.1			hypothetical protein			MXAN_0050	885	294	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	58046	58831	+							MXAN_0051	786		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	58046	58831	+	ABF86022.1			hypothetical protein			MXAN_0051	786	261	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	58837	59880	-							MXAN_0052	1044		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	58837	59880	-	ABF92174.1			conserved hypothetical protein			MXAN_0052	1044	347	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	59886	60509	+							MXAN_0053	624		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	59886	60509	+	ABF90175.1			hypothetical protein			MXAN_0053	624	207	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	60556	60996	-							MXAN_0054	441		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	60556	60996	-	ABF91155.1			hypothetical protein			MXAN_0054	441	146	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	61027	62271	+							MXAN_0055	1245		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	61027	62271	+	ABF92796.1			conserved hypothetical protein			MXAN_0055	1245	414	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	62304	64466	-					ppk		MXAN_0056	2163		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	62304	64466	-	ABF87163.1			polyphosphate kinase	ppk		MXAN_0056	2163	720	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	64622	65146	+							MXAN_0057	525		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	64622	65146	+	ABF88496.1			hypothetical protein			MXAN_0057	525	174	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	65246	65800	+							MXAN_0058	555		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	65246	65800	+	ABF89425.1			hypothetical protein			MXAN_0058	555	184	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	65872	68061	-							MXAN_0059	2190		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	65872	68061	-	ABF91046.1			putative lipoprotein			MXAN_0059	2190	729	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	68306	70582	+							MXAN_0060	2277		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	68306	70582	+	ABF91721.1			sensory box histidine kinase			MXAN_0060	2277	758	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	70592	71488	-							MXAN_0061	897		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	70592	71488	-	ABF87364.1			metallo-beta-lactamase family protein			MXAN_0061	897	298	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	71629	71988	-							MXAN_0062	360		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	71629	71988	-	ABF86884.1			conserved hypothetical protein			MXAN_0062	360	119	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	72317	73297	-							MXAN_0063	981		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	72317	73297	-	ABF89589.1			hypothetical protein			MXAN_0063	981	326	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	73389	74741	-							MXAN_0064	1353		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	73389	74741	-	ABF85892.1			conserved hypothetical protein, UPF0027 family			MXAN_0064	1353	450	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	74587	76128	-							MXAN_0067	1542		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	74587	76128	-	ABF92472.1			hypothetical protein			MXAN_0067	1542	513	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	75019	75351	+							MXAN_0065	333		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	75019	75351	+	ABF87454.1			hypothetical protein			MXAN_0065	333	110	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	75119	75514	-							MXAN_0066	396		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	75119	75514	-	ABF89122.1			hypothetical protein			MXAN_0066	396	131	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	75585	76625	+							MXAN_0068	1041		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	75585	76625	+	ABF91919.1			putative DNA-binding regulatory protein			MXAN_0068	1041	346	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	76505	77938	-							MXAN_0069	1434		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	76505	77938	-	ABF91381.1			transcriptional regulator, TetR family			MXAN_0069	1434	477	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	78128	79564	+							MXAN_0070	1437		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	78128	79564	+	ABF92448.1			serine/threonine kinase family protein			MXAN_0070	1437	478	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	79567	80331	-							MXAN_0071	765		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	79567	80331	-	ABF86180.1			conserved hypothetical protein			MXAN_0071	765	254	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	80456	80920	-							MXAN_0072	465		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	80456	80920	-	ABF89765.1			thioesterase family domain protein			MXAN_0072	465	154	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	80917	81369	-							MXAN_0073	453		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	80917	81369	-	ABF87294.1			thioesterase family domain protein			MXAN_0073	453	150	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	81438	82439	-							MXAN_0074	1002		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	81438	82439	-	ABF89372.1			conserved hypothetical protein			MXAN_0074	1002	333	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	82834	86007	+							MXAN_0075	3174		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	82834	86007	+	ABF92182.1			WD40-like repeat/amidohydrolase domain protein			MXAN_0075	3174	1057	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	86056	86520	+							MXAN_0076	465		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	86056	86520	+	ABF93018.1			Appr-1-p processing enzyme family domain protein			MXAN_0076	465	154	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	86696	87862	+							MXAN_0077	1167		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	86696	87862	+	ABF87038.1			hypothetical protein			MXAN_0077	1167	388	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	87914	88792	-							MXAN_0078	879		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	87914	88792	-	ABF91415.1			oxidoreductase, short-chain dehydrogenase/reductase family			MXAN_0078	879	292	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	88836	89504	-							MXAN_0079	669		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	88836	89504	-	ABF90617.1			transcriptional regulator, TetR family			MXAN_0079	669	222	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	89549	91279	+							MXAN_0080	1731		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	89549	91279	+	ABF91640.1			conserved hypothetical protein			MXAN_0080	1731	576	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	91284	92900	+					accB		MXAN_0081	1617		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	91284	92900	+	ABF85865.1			acetyl-CoA carboxylase carboxyltransferase	accB		MXAN_0081	1617	538	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	92915	94909	+					accC		MXAN_0082	1995		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	92915	94909	+	ABF88267.1			acetyl-CoA carboxylase, biotin carboxylase	accC		MXAN_0082	1995	664	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	95005	96057	+							MXAN_0083	1053		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	95005	96057	+	ABF88858.1			conserved hypothetical protein			MXAN_0083	1053	350	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	96070	96987	+							MXAN_0084	918		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	96070	96987	+	ABF90165.1			hypothetical protein			MXAN_0084	918	305	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	96996	97583	+							MXAN_0085	588		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	96996	97583	+	ABF90992.1			hypothetical protein			MXAN_0085	588	195	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	97598	98335	+							MXAN_0086	738		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	97598	98335	+	ABF91490.1			hypothetical protein			MXAN_0086	738	245	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	98351	99553	-							MXAN_0087	1203		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	98351	99553	-	ABF90296.1			major facilitator family transporter			MXAN_0087	1203	400	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	99616	100686	+							MXAN_0088	1071		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	99616	100686	+	ABF88620.1			oxidoreductase, 2OG-Fe(II) oxygenase family			MXAN_0088	1071	356	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	100774	101418	+							MXAN_0089	645		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	100774	101418	+	ABF88395.1			glutathione S-transferase domain protein			MXAN_0089	645	214	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	101508	102089	+							MXAN_0090	582		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	101508	102089	+	ABF87302.1			transcriptional regulator, TetR family			MXAN_0090	582	193	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	102329	103465	+							MXAN_0091	1137		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	102329	103465	+	ABF92664.1			efflux transporter, HAE1 family, MFP subunit			MXAN_0091	1137	378	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	103480	106620	+							MXAN_0092	3141		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	103480	106620	+	ABF91617.1			efflux transporter, HAE1 family, inner membrane component			MXAN_0092	3141	1046	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	106672	107040	-							MXAN_0093	369		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	106672	107040	-	ABF90324.1			conserved hypothetical protein			MXAN_0093	369	122	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	107033	108109	-							MXAN_0094	1077		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	107033	108109	-	ABF92802.1			amidohydrolase family protein			MXAN_0094	1077	358	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	108152	110458	-							MXAN_0095	2307		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	108152	110458	-	ABF88787.1			sensory box histidine kinase/response regulator			MXAN_0095	2307	768	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	110594	111340	-							MXAN_0096	747		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	110594	111340	-	ABF87776.1			conserved hypothetical protein			MXAN_0096	747	248	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	111354	112583	-							MXAN_0097	1230		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	111354	112583	-	ABF90242.1			HipA-like protein			MXAN_0097	1230	409	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	112585	114258	-							MXAN_0098	1674		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	112585	114258	-	ABF91082.1			conserved hypothetical protein			MXAN_0098	1674	557	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	114381	114485	+							MXAN_0099	105		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	114381	114485	+	ABF92039.1			hypothetical protein			MXAN_0099	105	34	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	114710	116215	+							MXAN_0100	1506		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	114710	116215	+	ABF91586.1			peptidase, M28D (aminopeptidase ES-62) subfamily			MXAN_0100	1506	501	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	116347	117471	+							MXAN_0101	1125		
CDS	with_protein	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	116347	117471	+	ABF90511.1			hypothetical protein			MXAN_0101	1125	374	
gene	protein_coding	GCA_000012685.1	Primary Assembly	chromosome		CP000113.1	117468	118238	+							MXAN_0102	771		
