feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	68506	69171	+	SEH69594.1			duplicated hybrid motif			PYTT_0045	666	221	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	69218	69808	+							PYTT_0046	591		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	69218	69808	+	SEH69610.1			tigr00482: nicotinate (nicotinamide) nucleotide adenylyltransferase			PYTT_0046	591	196	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	70003	72111	+							PYTT_0047	2109		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	70003	72111	+	SEH69625.1			glutamine synthetase glycine-rich site			PYTT_0047	2109	702	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	72225	76757	+							PYTT_0048	4533		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	72225	76757	+	SEH69643.1			glutamine amidotransferases class-ii			PYTT_0048	4533	1510	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	77103	77762	-							PYTT_0049	660		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	77103	77762	-	SEH69661.1			Hypothetical protein			PYTT_0049	660	219	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	77798	78859	-							PYTT_0050	1062		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	77798	78859	-	SEH69673.1			Hypothetical protein			PYTT_0050	1062	353	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	78972	79556	-							PYTT_0051	585		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	78972	79556	-	SEH69691.1			marc family integral membrane protein			PYTT_0051	585	194	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	79614	80621	-							PYTT_0052	1008		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	79614	80621	-	SEH69708.1			eama domain			PYTT_0052	1008	335	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	80876	81124	-							PYTT_0053	249		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	80876	81124	-	SEH69722.1			Hypothetical protein			PYTT_0053	249	82	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	81160	82491	+							PYTT_0054	1332		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	81160	82491	+	SEH69739.1			mate			PYTT_0054	1332	443	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	82565	84247	-							PYTT_0055	1683		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	82565	84247	-	SEH69756.1			domain of unknown function (duf4139)			PYTT_0055	1683	560	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	84430	85443	+							PYTT_0056	1014		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	84430	85443	+	SEH69772.1			thioredoxin-like fold			PYTT_0056	1014	337	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	85588	89226	+							PYTT_0057	3639		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	85588	89226	+	SEH69790.1			c-type lectin fold			PYTT_0057	3639	1212	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	89283	91172	+							PYTT_0058	1890		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	89283	91172	+	SEH69803.1			cytochrome c554 and c-prime			PYTT_0058	1890	629	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	91188	92285	+							PYTT_0059	1098		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	91188	92285	+	SEH69817.1			endoribonuclease l-psp			PYTT_0059	1098	365	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	92372	93121	-							PYTT_0060	750		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	92372	93121	-	SEH69834.1			pep-cterm motif			PYTT_0060	750	249	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	93232	93915	-							PYTT_0061	684		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	93232	93915	-	SEH69853.1			rnaseiii: ribonuclease iii			PYTT_0061	684	227	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	94033	95403	+							PYTT_0062	1371		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	94033	95403	+	SEH69870.1			methylthiotransferase			PYTT_0062	1371	456	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	95499	96554	+							PYTT_0063	1056		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	95499	96554	+	SEH69885.1			peptidase s1 pa clan			PYTT_0063	1056	351	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	96672	97055	+							PYTT_0064	384		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	96672	97055	+	SEH69904.1			glutaredoxin			PYTT_0064	384	127	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	97090	98436	+							PYTT_0065	1347		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	97090	98436	+	SEH69920.1			s-adenosyl-l-methionine-dependent methyltransferase			PYTT_0065	1347	448	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	98589	99389	+							PYTT_0066	801		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	98589	99389	+	SEH69936.1			ef hand			PYTT_0066	801	266	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	99602	100867	+							PYTT_0067	1266		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	99602	100867	+	SEH69951.1			Hypothetical protein			PYTT_0067	1266	421	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	100993	101988	+							PYTT_0068	996		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	100993	101988	+	SEH69972.1			serine/threonine protein kinases active-site signature.			PYTT_0068	996	331	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	101993	102646	-							PYTT_0069	654		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	101993	102646	-	SEH69991.1			nudix domain			PYTT_0069	654	217	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	102829	105384	+							PYTT_0070	2556		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	102829	105384	+	SEH70006.1			om yaet: outer membrane protein assembly complex yaet protein			PYTT_0070	2556	851	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	105593	106114	-							PYTT_0071	522		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	105593	106114	-	SEH70022.1			thioredoxin-like fold			PYTT_0071	522	173	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	106136	106693	-							PYTT_0072	558		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	106136	106693	-	SEH70038.1			alkyl hydroperoxide reductase subunit c/ thiol specific antioxidant			PYTT_0072	558	185	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	106835	107470	+							PYTT_0073	636		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	106835	107470	+	SEH70053.1			vegetative cell wall protein gp1 os=chlamydomonas reinhardtii gn=gp1 pe=1 sv=1			PYTT_0073	636	211	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	107553	107960	+							PYTT_0074	408		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	107553	107960	+	SEH70071.1			osmc/ohr family			PYTT_0074	408	135	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	107991	108473	+							PYTT_0075	483		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	107991	108473	+	SEH70086.1			Hypothetical protein			PYTT_0075	483	160	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	108642	109199	+							PYTT_0076	558		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	108642	109199	+	SEH70097.1			sericin-1 (fragment) os=galleria mellonella gn=ser1 pe=2 sv=1			PYTT_0076	558	185	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	109242	109970	+							PYTT_0077	729		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	109242	109970	+	SEH70111.1			s-adenosyl-l-methionine-dependent methyltransferase			PYTT_0077	729	242	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	110205	112085	+							PYTT_0078	1881		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	110205	112085	+	SEH70125.1			Hypothetical protein			PYTT_0078	1881	626	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	112247	114166	+							PYTT_0079	1920		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	112247	114166	+	SEH70135.1			Hypothetical protein			PYTT_0079	1920	639	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	114148	114324	-							PYTT_0080	177		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	114148	114324	-	SEH70149.1			Hypothetical protein			PYTT_0080	177	58	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	114372	116483	+							PYTT_0081	2112		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	114372	116483	+	SEH70163.1			Hypothetical protein			PYTT_0081	2112	703	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	116613	117884	+							PYTT_0082	1272		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	116613	117884	+	SEH70174.1			Hypothetical protein			PYTT_0082	1272	423	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	117903	118223	+							PYTT_0083	321		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	117903	118223	+	SEH70192.1			small multidrug resistance protein			PYTT_0083	321	106	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	118356	119681	+							PYTT_0084	1326		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	118356	119681	+	SEH70208.1			homoserine dehydrogenase			PYTT_0084	1326	441	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	119706	120932	+							PYTT_0085	1227		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	119706	120932	+	SEH70228.1			asp kinases: aspartate kinase			PYTT_0085	1227	408	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	120945	122585	+							PYTT_0086	1641		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	120945	122585	+	SEH70247.1			tetratricopeptide repeat			PYTT_0086	1641	546	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	122636	124327	+							PYTT_0087	1692		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	122636	124327	+	SEH70260.1			tetratricopeptide-like helical domain			PYTT_0087	1692	563	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	124347	125435	+							PYTT_0088	1089		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	124347	125435	+	SEH70270.1			lmbp protein signature			PYTT_0088	1089	362	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	125470	127032	+							PYTT_0089	1563		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	125470	127032	+	SEH70282.1			murj mvin: murein biosynthesis integral membrane protein murj			PYTT_0089	1563	520	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	127037	127813	+							PYTT_0090	777		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	127037	127813	+	SEH70295.1			thif-type nad/fad binding fold			PYTT_0090	777	258	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	127840	128451	+							PYTT_0091	612		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	127840	128451	+	SEH70311.1			Hypothetical protein			PYTT_0091	612	203	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	128668	129240	+							PYTT_0092	573		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	128668	129240	+	SEH70326.1			tyrosine specific protein phosphatases active site.			PYTT_0092	573	190	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	129286	130134	-							PYTT_0093	849		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	129286	130134	-	SEH70341.1			stomatin signature			PYTT_0093	849	282	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	130163	130684	-							PYTT_0094	522		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	130163	130684	-	SEH70356.1			Hypothetical protein			PYTT_0094	522	173	
gene	protein_coding	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	130744	131529	-							PYTT_0095	786		
CDS	with_protein	GCA_900097105.1	Primary Assembly	chromosome	I	LT629973.1	130744	131529	-	SEH70367.1			enoyl-(acyl carrier protein) reductase			PYTT_0095	786	261	
