feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	9461	10864	-					clcA		SAMEA4412678_00009	1404		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	9461	10864	-	SNW05814.1			H(+)/Cl(-) exchange transporter ClcA	clcA		SAMEA4412678_00009	1404	467	
gene	tRNA	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	11148	11241	+							SAMEA4412678_00010	94		
tRNA		GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	11148	11241	+				tRNA-Ser			SAMEA4412678_00010	94		
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	11607	13862	-					norB		SAMEA4412678_00011	2256		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	11607	13862	-	SNW05817.1			Nitric oxide reductase subunit B	norB		SAMEA4412678_00011	2256	751	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	14096	14704	-							SAMEA4412678_00012	609		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	14096	14704	-	SNW05821.1			Uncharacterised protein			SAMEA4412678_00012	609	202	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	14780	16405	-							SAMEA4412678_00013	1626		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	14780	16405	-	SNW05824.1			Electron transfer flavoprotein-ubiquinone oxidoreductase			SAMEA4412678_00013	1626	541	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	16667	16777	-							SAMEA4412678_00014	111		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	16667	16777	-	SNW05827.1			Uncharacterised protein			SAMEA4412678_00014	111	36	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	16774	18306	-							SAMEA4412678_00015	1533		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	16774	18306	-	SNW05832.1			Na+-dependent transporters of the SNF family			SAMEA4412678_00015	1533	510	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	18613	19494	-							SAMEA4412678_00016	882		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	18613	19494	-	SNW05835.1			Predicted permease, DMT superfamily			SAMEA4412678_00016	882	293	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	19575	20546	-					kdsD		SAMEA4412678_00017	972		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	19575	20546	-	SNW05839.1			Arabinose 5-phosphate isomerase KdsD	kdsD		SAMEA4412678_00017	972	323	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	20632	21657	+					tal		SAMEA4412678_00018	1026		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	20632	21657	+	SNW05842.1			Transaldolase	tal		SAMEA4412678_00018	1026	341	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	21729	22706	+							SAMEA4412678_00019	978		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	21729	22706	+	SNW05846.1			Virulence protein			SAMEA4412678_00019	978	325	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	22723	23814	+							SAMEA4412678_00020	1092		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	22723	23814	+	SNW05849.1			Uncharacterised protein			SAMEA4412678_00020	1092	363	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	24032	24760	+					pmpR		SAMEA4412678_00021	729		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	24032	24760	+	SNW05853.1			Transcriptional regulatory protein PmpR	pmpR		SAMEA4412678_00021	729	242	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	24979	25776	+							SAMEA4412678_00022	798		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	24979	25776	+	SNW05857.1			Uncharacterised protein			SAMEA4412678_00022	798	265	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	25901	27352	+					gabD		SAMEA4412678_00023	1452		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	25901	27352	+	SNW05863.1			Succinate-semialdehyde dehydrogenase [NADP(+)] GabD	gabD		SAMEA4412678_00023	1452	483	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	27557	28696	+					obg		SAMEA4412678_00024	1140		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	27557	28696	+	SNW05868.1			GTP-binding protein obg	obg		SAMEA4412678_00024	1140	379	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	28731	29066	+							SAMEA4412678_00025	336		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	28731	29066	+	SNW05871.1			Uncharacterised protein			SAMEA4412678_00025	336	111	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	29137	29619	+					nlpE		SAMEA4412678_00026	483		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	29137	29619	+	SNW05876.1			Copper homeostasis protein CutF	nlpE		SAMEA4412678_00026	483	160	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	29739	30047	+					ycbX		SAMEA4412678_00027	309		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	29739	30047	+	SNW05879.1			2Fe-2S ferredoxin YfaE	ycbX		SAMEA4412678_00027	309	102	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	30179	30589	-							SAMEA4412678_00028	411		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	30179	30589	-	SNW05882.1			Uncharacterised protein			SAMEA4412678_00028	411	136	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	30582	31886	-					hom		SAMEA4412678_00029	1305		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	30582	31886	-	SNW05885.1			Homoserine dehydrogenase	hom		SAMEA4412678_00029	1305	434	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	32163	32525	+							SAMEA4412678_00030	363		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	32163	32525	+	SNW05888.1			Protein of uncharacterised function (DUF498/DUF598)			SAMEA4412678_00030	363	120	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	32643	33344	-							SAMEA4412678_00031	702		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	32643	33344	-	SNW05892.1			DNA repair protein RadC			SAMEA4412678_00031	702	233	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	33639	33899	+					hfq		SAMEA4412678_00032	261		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	33639	33899	+	SNW05895.1			RNA-binding protein Hfq	hfq		SAMEA4412678_00032	261	86	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	34006	34704	+					mtnN		SAMEA4412678_00033	699		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	34006	34704	+	SNW05898.1			5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN		SAMEA4412678_00033	699	232	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	34803	35198	+					crcB		SAMEA4412678_00034	396		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	34803	35198	+	SNW05902.1			chromosome condensation membrane protein	crcB		SAMEA4412678_00034	396	131	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	35241	36959	+					argS		SAMEA4412678_00035	1719		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	35241	36959	+	SNW05905.1			Arginine--tRNA ligase	argS		SAMEA4412678_00035	1719	572	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	37111	38520	+					pepA		SAMEA4412678_00036	1410		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	37111	38520	+	SNW05908.1			Cytosol aminopeptidase	pepA		SAMEA4412678_00036	1410	469	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	38611	40347	+					hcpC_1		SAMEA4412678_00037	1737		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	38611	40347	+	SNW05911.1			Putative beta-lactamase hcpC precursor	hcpC_1		SAMEA4412678_00037	1737	578	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	40565	40987	+							SAMEA4412678_00038	423		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	40565	40987	+	SNW05917.1			Uncharacterised protein			SAMEA4412678_00038	423	140	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	41153	41518	+							SAMEA4412678_00039	366		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	41153	41518	+	SNW05920.1			Uncharacterised protein			SAMEA4412678_00039	366	121	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	41692	42276	-					ybjG		SAMEA4412678_00040	585		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	41692	42276	-	SNW05925.1			Putative undecaprenyl-diphosphatase ybjG	ybjG		SAMEA4412678_00040	585	194	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	42587	43924	-					purP		SAMEA4412678_00041	1338		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	42587	43924	-	SNW05929.1			Probable adenine permease PurP	purP		SAMEA4412678_00041	1338	445	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	44046	44633	-							SAMEA4412678_00042	588		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	44046	44633	-	SNW05933.1			Uncharacterised protein			SAMEA4412678_00042	588	195	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	44653	46143	-							SAMEA4412678_00043	1491		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	44653	46143	-	SNW05936.1			Uncharacterised protein			SAMEA4412678_00043	1491	496	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	46256	46738	-							SAMEA4412678_00044	483		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	46256	46738	-	SNW05940.1			Uncharacterised protein			SAMEA4412678_00044	483	160	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	46777	48102	-					miaB		SAMEA4412678_00045	1326		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	46777	48102	-	SNW05945.1			(Dimethylallyl)adenosine tRNA methylthiotransferase MiaB	miaB		SAMEA4412678_00045	1326	441	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	48295	48594	-							SAMEA4412678_00046	300		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	48295	48594	-	SNW05948.1			Protein of uncharacterised function (DUF2818)			SAMEA4412678_00046	300	99	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	48619	50064	-					nuoN		SAMEA4412678_00047	1446		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	48619	50064	-	SNW05951.1			NADH-quinone oxidoreductase subunit N	nuoN		SAMEA4412678_00047	1446	481	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	50074	51576	-					nuoM		SAMEA4412678_00048	1503		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	50074	51576	-	SNW05955.1			NADH-quinone oxidoreductase subunit M	nuoM		SAMEA4412678_00048	1503	500	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	51613	53328	-							SAMEA4412678_00049	1716		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	51613	53328	-	SNW05957.1			Uncharacterized conserved protein			SAMEA4412678_00049	1716	571	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	53403	53723	-							SAMEA4412678_00050	321		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	53403	53723	-	SNW05959.1			3-hydroxyanthranilate 3,4-dioxygenase			SAMEA4412678_00050	321	106	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	53776	54087	-					tyrA		SAMEA4412678_00051	312		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	53776	54087	-	SNW05961.1			T-protein	tyrA		SAMEA4412678_00051	312	103	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	54103	56112	-					nuoL		SAMEA4412678_00052	2010		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	54103	56112	-	SNW05964.1			NADH-quinone oxidoreductase subunit L	nuoL		SAMEA4412678_00052	2010	669	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	56230	56535	-					nuoK		SAMEA4412678_00053	306		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	56230	56535	-	SNW05966.1			NADH-quinone oxidoreductase subunit K	nuoK		SAMEA4412678_00053	306	101	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	56532	57209	-					nuoJ		SAMEA4412678_00054	678		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	56532	57209	-	SNW05968.1			NADH-quinone oxidoreductase subunit J	nuoJ		SAMEA4412678_00054	678	225	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	57283	57882	-							SAMEA4412678_00055	600		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	57283	57882	-	SNW05970.1			Uncharacterised protein			SAMEA4412678_00055	600	199	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	57959	58438	-					nuoI		SAMEA4412678_00056	480		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	57959	58438	-	SNW05972.1			NADH-quinone oxidoreductase subunit I	nuoI		SAMEA4412678_00056	480	159	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	58493	58888	-							SAMEA4412678_00057	396		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	58493	58888	-	SNW05975.1			Uncharacterized conserved protein			SAMEA4412678_00057	396	131	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	58963	60036	-					nuoH		SAMEA4412678_00058	1074		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	58963	60036	-	SNW05978.1			NADH-quinone oxidoreductase subunit H	nuoH		SAMEA4412678_00058	1074	357	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	60036	62291	-					nqo3		SAMEA4412678_00059	2256		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	60036	62291	-	SNW05981.1			NADH-quinone oxidoreductase chain 3	nqo3		SAMEA4412678_00059	2256	751	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	62433	63728	-					nqo1		SAMEA4412678_00060	1296		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	62433	63728	-	SNW05984.1			NADH-quinone oxidoreductase subunit 1	nqo1		SAMEA4412678_00060	1296	431	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	63916	64389	-					nqo2		SAMEA4412678_00061	474		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	63916	64389	-	SNW05988.1			NADH-quinone oxidoreductase subunit 2	nqo2		SAMEA4412678_00061	474	157	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	64389	65645	-					nuoD		SAMEA4412678_00062	1257		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	64389	65645	-	SNW05993.1			NADH-quinone oxidoreductase subunit D	nuoD		SAMEA4412678_00062	1257	418	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	65635	66225	-					nqo5		SAMEA4412678_00063	591		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	65635	66225	-	SNW05996.1			NADH-quinone oxidoreductase chain 5	nqo5		SAMEA4412678_00063	591	196	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	66235	66714	-					nuoB		SAMEA4412678_00064	480		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	66235	66714	-	SNW06000.1			NADH-quinone oxidoreductase subunit B	nuoB		SAMEA4412678_00064	480	159	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	66705	67073	-					ndhC		SAMEA4412678_00065	369		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	66705	67073	-	SNW06003.1			NAD(P)H-quinone oxidoreductase subunit 3	ndhC		SAMEA4412678_00065	369	122	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	67509	68930	+							SAMEA4412678_00066	1422		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	67509	68930	+	SNW06007.1			Magnesium transporter mgtE			SAMEA4412678_00066	1422	473	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	69211	69705	-							SAMEA4412678_00067	495		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	69211	69705	-	SNW06011.1			Domain of uncharacterised function (DUF1841)			SAMEA4412678_00067	495	164	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	69726	70298	-							SAMEA4412678_00068	573		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	69726	70298	-	SNW06014.1			RDD family			SAMEA4412678_00068	573	190	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	70492	71013	-							SAMEA4412678_00069	522		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	70492	71013	-	SNW06017.1			Protein of uncharacterised function (DUF3465)			SAMEA4412678_00069	522	173	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	71131	72348	-					pyrP		SAMEA4412678_00070	1218		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	71131	72348	-	SNW06022.1			Uracil transporter	pyrP		SAMEA4412678_00070	1218	405	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	72676	73173	-							SAMEA4412678_00071	498		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	72676	73173	-	SNW06025.1			putative kinase inhibitor protein			SAMEA4412678_00071	498	165	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	73302	74900	-					eptB		SAMEA4412678_00072	1599		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	73302	74900	-	SNW06028.1			Phosphoethanolamine transferase eptB	eptB		SAMEA4412678_00072	1599	532	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	75083	76042	-					fabH		SAMEA4412678_00073	960		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	75083	76042	-	SNW06033.1			3-oxoacyl-[acyl-carrier-protein] synthase 3	fabH		SAMEA4412678_00073	960	319	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	76258	77196	+					cysK		SAMEA4412678_00074	939		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	76258	77196	+	SNW06036.1			Cysteine synthase	cysK		SAMEA4412678_00074	939	312	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	77356	77817	+							SAMEA4412678_00075	462		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	77356	77817	+	SNW06040.1			Uncharacterised protein			SAMEA4412678_00075	462	153	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	77889	78308	-							SAMEA4412678_00076	420		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	77889	78308	-	SNW06043.1			Uncharacterised protein			SAMEA4412678_00076	420	139	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	78513	79295	-					glpR		SAMEA4412678_00077	783		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	78513	79295	-	SNW06046.1			Glycerol-3-phosphate regulon repressor	glpR		SAMEA4412678_00077	783	260	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	79466	80260	-					panB		SAMEA4412678_00078	795		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	79466	80260	-	SNW06049.1			3-methyl-2-oxobutanoate hydroxymethyltransferase	panB		SAMEA4412678_00078	795	264	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	80399	81082	+							SAMEA4412678_00079	684		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	80399	81082	+	SNW06052.1			Predicted periplasmic/secreted protein			SAMEA4412678_00079	684	227	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	81184	82563	-					algC		SAMEA4412678_00080	1380		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	81184	82563	-	SNW06056.1			Phosphomannomutase/phosphoglucomutase	algC		SAMEA4412678_00080	1380	459	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	82717	84417	-							SAMEA4412678_00081	1701		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	82717	84417	-	SNW06059.1			Mg-chelatase subunit ChlD			SAMEA4412678_00081	1701	566	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	84634	85131	+							SAMEA4412678_00082	498		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	84634	85131	+	SNW06069.1			Predicted flavin-nucleotide-binding protein			SAMEA4412678_00082	498	165	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	85145	85585	+							SAMEA4412678_00083	441		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	85145	85585	+	SNW06079.1			Uncharacterized protein conserved in bacteria			SAMEA4412678_00083	441	146	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	85881	86300	+							SAMEA4412678_00084	420		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	85881	86300	+	SNW06083.1			NfeD-like C-terminal, partner-binding			SAMEA4412678_00084	420	139	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	86300	87262	+					qmcA		SAMEA4412678_00085	963		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	86300	87262	+	SNW06087.1			FtsH protease regulator HflK	qmcA		SAMEA4412678_00085	963	320	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	87330	88085	-							SAMEA4412678_00086	756		
CDS	with_protein	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	87330	88085	-	SNW06092.1			Uncharacterized protein conserved in bacteria			SAMEA4412678_00086	756	251	
gene	protein_coding	GCA_900187105.1	Primary Assembly	chromosome	1	LT906482.1	88318	88533	-					rpmE		SAMEA4412678_00087	216		
