feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	23043	24524	+	USN96595.1			DUF2142 domain-containing protein			H6797_00110	1482	493	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	24525	25607	+							H6797_00115	1083		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	24525	25607	+	USN96596.1			glycosyltransferase			H6797_00115	1083	360	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	25604	26605	-							H6797_00120	1002		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	25604	26605	-	USN96597.1			glycosyltransferase			H6797_00120	1002	333	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	26672	27634	+							H6797_00125	963		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	26672	27634	+	USN96598.1			flippase-like domain-containing protein			H6797_00125	963	320	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	27631	28395	-							H6797_00130	765		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	27631	28395	-	USN96599.1			methyltransferase domain-containing protein			H6797_00130	765	254	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	28400	29788	-							H6797_00135	1389		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	28400	29788	-	USN96600.1			nucleotide sugar dehydrogenase			H6797_00135	1389	462	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	29892	30857	+							H6797_00140	966		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	29892	30857	+	USN96601.1			glycosyltransferase family 2 protein			H6797_00140	966	321	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	30935	32386	+							H6797_00145	1452		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	30935	32386	+	USN96602.1			hypothetical protein			H6797_00145	1452	483	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	32391	33539	+							H6797_00150	1149		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	32391	33539	+	USN96603.1			glycosyltransferase			H6797_00150	1149	382	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	33545	34450	+							H6797_00155	906		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	33545	34450	+	USN96604.1			sulfotransferase domain-containing protein			H6797_00155	906	301	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	34484	35452	-							H6797_00160	969		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	34484	35452	-	USN96605.1			flippase-like domain-containing protein			H6797_00160	969	322	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	35537	37252	+							H6797_00165	1716		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	35537	37252	+	USN96606.1			bifunctional sulfate adenylyltransferase/adenylylsulfate kinase			H6797_00165	1716	571	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	37255	38028	+					cysQ		H6797_00170	774		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	37255	38028	+	USN96607.1			3'(2'),5'-bisphosphate nucleotidase CysQ	cysQ		H6797_00170	774	257	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	38031	38480	+							H6797_00175	450		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	38031	38480	+	USN97091.1			DUF2061 domain-containing protein			H6797_00175	450	149	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	38511	39452	-							H6797_00180	942		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	38511	39452	-	USN96608.1			glycosyltransferase family 2 protein			H6797_00180	942	313	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	39471	40820	-							H6797_00185	1350		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	39471	40820	-	USN96609.1			UDP-glucose/GDP-mannose dehydrogenase family protein			H6797_00185	1350	449	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	40828	41682	-					rfbA		H6797_00190	855		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	40828	41682	-	USN96610.1			glucose-1-phosphate thymidylyltransferase RfbA	rfbA		H6797_00190	855	284	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	41703	43109	-							H6797_00195	1407		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	41703	43109	-	USN96611.1			sugar nucleotide-binding protein			H6797_00195	1407	468	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	43108	43923	+							H6797_00200	816		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	43108	43923	+	USN96612.1			endonuclease/exonuclease/phosphatase family protein			H6797_00200	816	271	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	43924	44934	-					rfbB		H6797_00205	1011		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	43924	44934	-	USN96613.1			dTDP-glucose 4,6-dehydratase	rfbB		H6797_00205	1011	336	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	45005	45517	-							H6797_00210	513		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	45005	45517	-	USN96614.1			NUDIX domain-containing protein			H6797_00210	513	170	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	45541	45978	+							H6797_00215	438		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	45541	45978	+	USN96615.1			adenylyltransferase/cytidyltransferase family protein			H6797_00215	438	145	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	45982	46422	-							H6797_00220	441		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	45982	46422	-	USN96616.1			GNAT family N-acetyltransferase			H6797_00220	441	146	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	46548	48374	+					glmS		H6797_00225	1827		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	46548	48374	+	USN96617.1			glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		H6797_00225	1827	608	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	48435	50039	+							H6797_00230	1605		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	48435	50039	+	USN96618.1			hypothetical protein			H6797_00230	1605	534	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	50118	51242	+							H6797_00235	1125		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	50118	51242	+	USN96619.1			hypothetical protein			H6797_00235	1125	374	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	51304	54147	+							H6797_00240	2844		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	51304	54147	+	USN96620.1			hypothetical protein			H6797_00240	2844	947	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	54203	54577	+							H6797_00245	375		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	54203	54577	+	USN96621.1			hypothetical protein			H6797_00245	375	124	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	54667	55284	+							H6797_00250	618		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	54667	55284	+	USN96622.1			transposase			H6797_00250	618	205	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	55457	55801	+							H6797_00255	345		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	55457	55801	+	USN96623.1			hypothetical protein			H6797_00255	345	114	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	56470	57483	-					galE		H6797_00260	1014		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	56470	57483	-	USN96624.1			UDP-glucose 4-epimerase GalE	galE		H6797_00260	1014	337	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	57480	58610	-							H6797_00265	1131		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	57480	58610	-	USN96625.1			glycosyltransferase			H6797_00265	1131	376	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	58610	60046	-							H6797_00270	1437		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	58610	60046	-	USN96626.1			sugar transferase			H6797_00270	1437	478	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	60106	61410	+							H6797_00275	1305		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	60106	61410	+	USN96627.1			O-antigen ligase family protein			H6797_00275	1305	434	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	61391	61735	+							H6797_00280	345		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	61391	61735	+	USN96628.1			hypothetical protein			H6797_00280	345	114	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	61752	63476	+							H6797_00285	1725		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	61752	63476	+	USN96629.1			serine hydrolase			H6797_00285	1725	574	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	63519	65303	+							H6797_00290	1785		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	63519	65303	+	USN96630.1			serine hydrolase			H6797_00290	1785	594	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	65393	66664	+							H6797_00295	1272		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	65393	66664	+	USN96631.1			ATP-dependent Clp protease ATP-binding subunit			H6797_00295	1272	423	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	66742	67176	+							H6797_00300	435		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	66742	67176	+	USN96632.1			DNA methylase			H6797_00300	435	144	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	67186	68433	-							H6797_00305	1248		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	67186	68433	-	USN96633.1			ABC transporter permease			H6797_00305	1248	415	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	68423	69199	-							H6797_00310	777		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	68423	69199	-	USN96634.1			ABC transporter ATP-binding protein			H6797_00310	777	258	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	69201	75323	-							H6797_00315	6123		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	69201	75323	-	USN96635.1			hypothetical protein			H6797_00315	6123	2040	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	75639	76046	+							H6797_00320	408		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	75639	76046	+	USN96636.1			hypothetical protein			H6797_00320	408	135	
gene	tRNA	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	76156	76230	+							H6797_00325	75		
tRNA		GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	76156	76230	+				tRNA-Asn			H6797_00325	75		anticodon=GTT
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	76757	77239	+							H6797_00330	483		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	76757	77239	+	USN96637.1			Hsp20/alpha crystallin family protein			H6797_00330	483	160	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	77314	77547	+							H6797_00335	234		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	77314	77547	+	USN96638.1			hypothetical protein			H6797_00335	234	77	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	77544	77789	+							H6797_00340	246		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	77544	77789	+	USN96639.1			hypothetical protein			H6797_00340	246	81	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	78097	78588	+							H6797_00345	492		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	78097	78588	+	USN96640.1			hypothetical protein			H6797_00345	492	163	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	78591	79607	+							H6797_00350	1017		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	78591	79607	+	USN96641.1			hypothetical protein			H6797_00350	1017	338	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	79709	80344	+							H6797_00355	636		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	79709	80344	+	USN96642.1			DedA family protein			H6797_00355	636	211	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	80480	82219	+					arc		H6797_00360	1740		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	80480	82219	+	USN96643.1			proteasome ATPase	arc		H6797_00360	1740	579	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	82417	82932	+							H6797_00365	516		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	82417	82932	+	USN96644.1			hypothetical protein			H6797_00365	516	171	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	82862	83872	+							H6797_00370	1011		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	82862	83872	+	USN96645.1			DUF916 domain-containing protein			H6797_00370	1011	336	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	84013	84723	+							H6797_00375	711		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	84013	84723	+	USN96646.1			hypothetical protein			H6797_00375	711	236	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	84745	92451	+							H6797_00380	7707		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	84745	92451	+	USN96647.1			hypothetical protein			H6797_00380	7707	2568	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	92453	99715	+							H6797_00385	7263		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	92453	99715	+	USN96648.1			hypothetical protein			H6797_00385	7263	2420	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	99717	100532	+							H6797_00390	816		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	99717	100532	+	USN96649.1			ABC transporter ATP-binding protein			H6797_00390	816	271	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	100529	101734	+							H6797_00395	1206		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	100529	101734	+	USN96650.1			FtsX-like permease family protein			H6797_00395	1206	401	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	101736	102248	+							H6797_00400	513		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	101736	102248	+	USN96651.1			hypothetical protein			H6797_00400	513	170	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	102235	102822	+							H6797_00405	588		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	102235	102822	+	USN96652.1			F0F1 ATP synthase subunit delta			H6797_00405	588	195	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	102812	104359	+							H6797_00410	1548		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	102812	104359	+	USN96653.1			F0F1 ATP synthase subunit alpha			H6797_00410	1548	515	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	104346	105215	+							H6797_00415	870		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	104346	105215	+	USN96654.1			F0F1 ATP synthase subunit gamma			H6797_00415	870	289	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	105264	106670	+							H6797_00420	1407		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	105264	106670	+	USN96655.1			F0F1 ATP synthase subunit beta			H6797_00420	1407	468	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	106637	106894	+							H6797_00425	258		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	106637	106894	+	USN96656.1			F0F1 ATP synthase subunit epsilon			H6797_00425	258	85	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	106972	107505	+							H6797_00430	534		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	106972	107505	+	USN96657.1			DUF1905 domain-containing protein			H6797_00430	534	177	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	107515	108327	-							H6797_00435	813		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	107515	108327	-	USN97092.1			SDR family oxidoreductase			H6797_00435	813	270	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	108464	109279	+							H6797_00440	816		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	108464	109279	+	USN96658.1			patatin-like phospholipase family protein			H6797_00440	816	271	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	109396	110409	+							H6797_00445	1014		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	109396	110409	+	USN96659.1			DUF4868 domain-containing protein			H6797_00445	1014	337	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	110494	111375	+							H6797_00450	882		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	110494	111375	+	USN96660.1			hypothetical protein			H6797_00450	882	293	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	111372	112487	+							H6797_00455	1116		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	111372	112487	+	USN96661.1			ThiF family adenylyltransferase			H6797_00455	1116	371	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	112609	113049	+							H6797_00460	441		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	112609	113049	+	USN96662.1			PAS domain-containing protein			H6797_00460	441	146	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	113141	115453	+							H6797_00465	2313		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	113141	115453	+	USN96663.1			MMPL family transporter			H6797_00465	2313	770	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	115482	116207	-							H6797_00470	726		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	115482	116207	-	USN96664.1			ZIP family metal transporter			H6797_00470	726	241	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	116273	116686	+							H6797_00475	414		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	116273	116686	+	USN96665.1			transcriptional repressor			H6797_00475	414	137	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	116688	117494	-							H6797_00480	807		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	116688	117494	-	USN96666.1			hypothetical protein			H6797_00480	807	268	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	117580	118494	+							H6797_00485	915		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	117580	118494	+	USN96667.1			magnesium transporter CorA family protein			H6797_00485	915	304	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	118589	121441	+							H6797_00490	2853		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	118589	121441	+	USN96668.1			PAS domain S-box protein			H6797_00490	2853	950	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	121662	123242	+							H6797_00495	1581		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	121662	123242	+	USN96669.1			CHASE domain-containing protein			H6797_00495	1581	526	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	123300	123683	+							H6797_00500	384		
CDS	with_protein	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	123300	123683	+	USN96670.1			response regulator			H6797_00500	384	127	
gene	protein_coding	GCA_023898645.1	Primary Assembly	chromosome		CP060232.1	123732	124400	-							H6797_00505	669		
