feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	19102	19551	-					fabZ		NSJP_0019	450		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	19102	19551	-	SLM46191.1			(3R)-hydroxymyristol acyl carrier protein dehydratase	fabZ		NSJP_0019	450	149	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	19646	20179	-							NSJP_0020	534		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	19646	20179	-	SLM46192.1			putative Outer membrane chaperone Skp			NSJP_0020	534	177	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	20226	20780	-							NSJP_0021	555		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	20226	20780	-	SLM46193.1			putative Outer membrane chaperone Skp			NSJP_0021	555	184	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	20800	23109	-							NSJP_0022	2310		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	20800	23109	-	SLM46194.1			putative Outer membrane protein assembly factor YaeT			NSJP_0022	2310	769	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	23269	24351	+					galU		NSJP_0023	1083		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	23269	24351	+	SLM46195.1			UTP--glucose-1-phosphate uridylyltransferase	galU		NSJP_0023	1083	360	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	24425	26932	+					lon		NSJP_0024	2508		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	24425	26932	+	SLM46196.1			Lon protease	lon		NSJP_0024	2508	835	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	26935	27996	+					thiL		NSJP_0025	1062		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	26935	27996	+	SLM46197.1			Thiamine-monophosphate kinase	thiL		NSJP_0025	1062	353	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	28002	28532	+							NSJP_0026	531		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	28002	28532	+	SLM46198.1			conserved membrane protein of unknown function			NSJP_0026	531	176	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	28547	29974	+							NSJP_0027	1428		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	28547	29974	+	SLM46199.1			conserved protein of unknown function			NSJP_0027	1428	475	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	30151	30918	-							NSJP_0028	768		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	30151	30918	-	SLM46200.1			protein of unknown function			NSJP_0028	768	255	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	31156	31524	+							NSJP_0029	369		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	31156	31524	+	SLM46201.1			exported protein of unknown function			NSJP_0029	369	122	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	31569	32576	-							NSJP_0030	1008		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	31569	32576	-	SLM46202.1			conserved protein of unknown function			NSJP_0030	1008	335	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	32651	33097	+							NSJP_0031	447		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	32651	33097	+	SLM46203.1			exported protein of unknown function			NSJP_0031	447	148	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	33162	33530	-							NSJP_0032	369		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	33162	33530	-	SLM46204.1			conserved protein of unknown function			NSJP_0032	369	122	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	33407	33802	+							NSJP_0033	396		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	33407	33802	+	SLM46205.1			protein of unknown function			NSJP_0033	396	131	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	33893	34450	-							NSJP_0034	558		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	33893	34450	-	SLM46206.1			conserved exported protein of unknown function			NSJP_0034	558	185	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	34646	35395	+							NSJP_0035	750		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	34646	35395	+	SLM46207.1			exported protein of unknown function			NSJP_0035	750	249	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	35428	36351	+							NSJP_0036	924		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	35428	36351	+	SLM46208.1			conserved exported protein of unknown function			NSJP_0036	924	307	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	36355	36699	+							NSJP_0037	345		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	36355	36699	+	SLM46209.1			protein of unknown function			NSJP_0037	345	114	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	36872	37078	+							NSJP_0038	207		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	36872	37078	+	SLM46210.1			protein of unknown function			NSJP_0038	207	68	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	37103	37729	+							NSJP_0039	627		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	37103	37729	+	SLM46211.1			protein of unknown function			NSJP_0039	627	208	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	37803	38003	+							NSJP_0040	201		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	37803	38003	+	SLM46212.1			protein of unknown function			NSJP_0040	201	66	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	37871	38881	+							NSJP_0041	1011		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	37871	38881	+	SLM46213.1			Phosphate transport system permease			NSJP_0041	1011	336	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	39407	40441	-							NSJP_0042	1035		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	39407	40441	-	SLM46214.1			conserved protein of unknown function			NSJP_0042	1035	344	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	40438	41832	-					pafA		NSJP_0043	1395		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	40438	41832	-	SLM46215.1			Pup--protein ligase	pafA		NSJP_0043	1395	464	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	41984	42667	-					prcA		NSJP_0044	684		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	41984	42667	-	SLM46216.1			Proteasome subunit alpha	prcA		NSJP_0044	684	227	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	42670	43494	-					prcB		NSJP_0045	825		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	42670	43494	-	SLM46217.1			Proteasome subunit beta 1	prcB		NSJP_0045	825	274	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	43494	44993	-					dop		NSJP_0046	1500		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	43494	44993	-	SLM46218.1			Depupylase	dop		NSJP_0046	1500	499	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	45004	46773	-					arc		NSJP_0047	1770		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	45004	46773	-	SLM46219.1			Proteasome-associated ATPase	arc		NSJP_0047	1770	589	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	46917	47543	-					thiE		NSJP_0048	627		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	46917	47543	-	SLM46220.1			putative thiamine-phosphate synthase	thiE		NSJP_0048	627	208	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	47576	48349	-					thiG		NSJP_0049	774		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	47576	48349	-	SLM46221.1			thiamin biosynthesis ThiGH complex subunit	thiG		NSJP_0049	774	257	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	48368	48610	-							NSJP_0050	243		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	48368	48610	-	SLM46222.1			Thiazole synthase (fragment)			NSJP_0050	243	80	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	48703	49197	+							NSJP_0051	495		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	48703	49197	+	SLM46223.1			putative DNA polymerase IV, family X (N-terminal)			NSJP_0051	495	164	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	49175	50536	-					ctpA		NSJP_0052	1362		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	49175	50536	-	SLM46224.1			Carboxy-terminal-processing protease	ctpA		NSJP_0052	1362	453	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	50633	51817	-							NSJP_0053	1185		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	50633	51817	-	SLM46225.1			putative Murein hydrolase EnvC			NSJP_0053	1185	394	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	51814	52725	-							NSJP_0054	912		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	51814	52725	-	SLM46226.1			Cell division protein FtsX			NSJP_0054	912	303	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	52710	53378	-					ftsE		NSJP_0055	669		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	52710	53378	-	SLM46227.1			transporter subunit: ATP-binding component of ABC superfamily	ftsE		NSJP_0055	669	222	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	53384	53791	-							NSJP_0056	408		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	53384	53791	-	SLM46228.1			conserved protein of unknown function			NSJP_0056	408	135	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	53766	54440	-					rnhB		NSJP_0057	675		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	53766	54440	-	SLM46229.1			Ribonuclease HII	rnhB		NSJP_0057	675	224	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	54504	54935	-					rplS		NSJP_0058	432		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	54504	54935	-	SLM46230.1			50S ribosomal protein L19	rplS		NSJP_0058	432	143	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	54939	55721	-					trmD		NSJP_0059	783		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	54939	55721	-	SLM46231.1			tRNA (guanine-1-)-methyltransferase	trmD		NSJP_0059	783	260	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	55711	56253	-					rimM		NSJP_0060	543		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	55711	56253	-	SLM46232.1			Ribosome maturation factor RimM	rimM		NSJP_0060	543	180	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	56258	56542	-					rpsP		NSJP_0061	285		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	56258	56542	-	SLM46233.1			30S ribosomal subunit protein S16	rpsP		NSJP_0061	285	94	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	56647	57993	-					ffh		NSJP_0062	1347		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	56647	57993	-	SLM46234.1			Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	ffh		NSJP_0062	1347	448	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	58090	58194	+							NSJP_0063	105		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	58090	58194	+	SLM46235.1			protein of unknown function			NSJP_0063	105	34	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	58199	58465	+							NSJP_0064	267		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	58199	58465	+	SLM46236.1			conserved protein of unknown function			NSJP_0064	267	88	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	58563	60566	-					uvrB		NSJP_0065	2004		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	58563	60566	-	SLM46237.1			excinulease of nucleotide excision repair, DNA damage recognition component	uvrB		NSJP_0065	2004	667	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	60694	61986	-					rhlE		NSJP_0066	1293		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	60694	61986	-	SLM46238.1			ATP-dependent RNA helicase RhlE	rhlE		NSJP_0066	1293	430	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	62132	62434	-					rbpA		NSJP_0067	303		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	62132	62434	-	SLM46239.1			putative RNA-binding protein RbpA	rbpA		NSJP_0067	303	100	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	62496	62675	+							NSJP_0068	180		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	62496	62675	+	SLM46240.1			protein of unknown function			NSJP_0068	180	59	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	62701	63468	-							NSJP_0069	768		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	62701	63468	-	SLM46241.1			conserved exported protein of unknown function			NSJP_0069	768	255	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	63465	63749	-							NSJP_0070	285		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	63465	63749	-	SLM46242.1			conserved protein of unknown function			NSJP_0070	285	94	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	63762	65855	-							NSJP_0071	2094		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	63762	65855	-	SLM46243.1			conserved protein of unknown function			NSJP_0071	2094	697	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	65942	67507	+							NSJP_0072	1566		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	65942	67507	+	SLM46244.1			putative Peptidase, M28 family			NSJP_0072	1566	521	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	67543	68004	-							NSJP_0073	462		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	67543	68004	-	SLM46245.1			protein of unknown function			NSJP_0073	462	153	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	68019	69578	+							NSJP_0074	1560		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	68019	69578	+	SLM46246.1			putative Outer membrane efflux protein			NSJP_0074	1560	519	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	69591	70301	+							NSJP_0075	711		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	69591	70301	+	SLM46247.1			conserved membrane protein of unknown function			NSJP_0075	711	236	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	70344	70781	+							NSJP_0076	438		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	70344	70781	+	SLM46248.1			conserved membrane protein of unknown function			NSJP_0076	438	145	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	70906	71481	-							NSJP_0077	576		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	70906	71481	-	SLM46249.1			protein of unknown function			NSJP_0077	576	191	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	71703	74564	+					uvrA		NSJP_0078	2862		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	71703	74564	+	SLM46250.1			UvrABC system protein A	uvrA		NSJP_0078	2862	953	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	74600	75988	-							NSJP_0079	1389		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	74600	75988	-	SLM46251.1			conserved protein of unknown function			NSJP_0079	1389	462	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	76055	77356	-							NSJP_0080	1302		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	76055	77356	-	SLM46252.1			protein of unknown function			NSJP_0080	1302	433	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	77445	78005	-							NSJP_0081	561		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	77445	78005	-	SLM46253.1			conserved protein of unknown function			NSJP_0081	561	186	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	78156	78944	-							NSJP_0082	789		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	78156	78944	-	SLM46254.1			putative N-carbamoyl-D-amino acid hydrolase			NSJP_0082	789	262	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	79072	79413	-					smbP		NSJP_0083	342		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	79072	79413	-	SLM46255.1			Metal-binding protein SmbP	smbP		NSJP_0083	342	113	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	79505	80383	-							NSJP_0084	879		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	79505	80383	-	SLM46256.1			putative 3-mercaptopyruvate sulfurtransferase			NSJP_0084	879	292	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	80474	81418	-							NSJP_0085	945		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	80474	81418	-	SLM46257.1			conserved protein of unknown function			NSJP_0085	945	314	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	81553	81870	+							NSJP_0086	318		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	81553	81870	+	SLM46258.1			conserved protein of unknown function			NSJP_0086	318	105	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	81882	82721	-							NSJP_0087	840		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	81882	82721	-	SLM46259.1			protein of unknown function			NSJP_0087	840	279	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	82824	83147	-							NSJP_0088	324		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	82824	83147	-	SLM46260.1			conserved protein of unknown function			NSJP_0088	324	107	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	83290	85089	+							NSJP_0089	1800		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	83290	85089	+	SLM46261.1			putative Oligoendopeptidase F			NSJP_0089	1800	599	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	85114	85287	-							NSJP_0090	174		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	85114	85287	-	SLM46262.1			protein of unknown function			NSJP_0090	174	57	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	85430	86035	-					wrbA		NSJP_0091	606		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	85430	86035	-	SLM46263.1			NAD(P)H:quinone oxidoreductase WrbA	wrbA		NSJP_0091	606	201	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	86077	86262	-							NSJP_0092	186		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	86077	86262	-	SLM46264.1			conserved protein of unknown function			NSJP_0092	186	61	
gene	protein_coding	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	86377	86829	+							NSJP_0093	453		
CDS	with_protein	GCA_900169565.1	Primary Assembly	chromosome	I	LT828648.1	86377	86829	+	SLM46265.1			conserved protein of unknown function			NSJP_0093	453	150	
