feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	23840	24325	-	BDB95885.1			hypothetical protein			HYD_0180	486	161	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	24964	26016	+							HYD_0190	1053		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	24964	26016	+	BDB95886.1			hypothetical protein			HYD_0190	1053	350	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	26150	27544	+							HYD_0200	1395		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	26150	27544	+	BDB95887.1			phosphomannomutase			HYD_0200	1395	464	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	27732	28433	+					tal		HYD_0210	702		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	27732	28433	+	BDB95888.1			putative transaldolase	tal		HYD_0210	702	233	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	28623	30002	+							HYD_0220	1380		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	28623	30002	+	BDB95889.1			magnesium transporter MgtE			HYD_0220	1380	459	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	30166	30456	-							HYD_0230	291		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	30166	30456	-	BDB95890.1			hypothetical protein			HYD_0230	291	96	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	30506	31783	-							HYD_0240	1278		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	30506	31783	-	BDB95891.1			membrane protein			HYD_0240	1278	425	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	31780	32343	-					aroK		HYD_0250	564		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	31780	32343	-	BDB95892.1			shikimate kinase	aroK		HYD_0250	564	187	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	32405	32686	+							HYD_0260	282		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	32405	32686	+	BDB95893.1			hypothetical protein			HYD_0260	282	93	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	32752	33720	+					xerD		HYD_0270	969		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	32752	33720	+	BDB95894.1			tyrosine recombinase XerD	xerD		HYD_0270	969	322	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	33710	34495	+							HYD_0280	786		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	33710	34495	+	BDB95895.1			hypothetical protein			HYD_0280	786	261	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	34570	35232	+							HYD_0290	663		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	34570	35232	+	BDB95896.1			hypothetical protein			HYD_0290	663	220	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	35276	36001	-							HYD_0300	726		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	35276	36001	-	BDB95897.1			putative transcriptional regulatory protein			HYD_0300	726	241	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	36031	37122	-							HYD_0310	1092		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	36031	37122	-	BDB95898.1			2-nitropropane dioxygenase			HYD_0310	1092	363	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	37259	38059	-							HYD_0320	801		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	37259	38059	-	BDB95899.1			hypothetical protein			HYD_0320	801	266	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	38222	39151	-							HYD_0330	930		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	38222	39151	-	BDB95900.1			hypothetical protein			HYD_0330	930	309	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	39349	39822	+					rpsG		HYD_0340	474		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	39349	39822	+	BDB95901.1			30S ribosomal protein S7	rpsG		HYD_0340	474	157	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	40072	41502	-					glmU		HYD_0350	1431		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	40072	41502	-	BDB95902.1			bifunctional protein GlmU	glmU		HYD_0350	1431	476	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	41609	41914	-							HYD_0360	306		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	41609	41914	-	BDB95903.1			nucleoid-associated protein			HYD_0360	306	101	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	42136	43164	-					pheS		HYD_0370	1029		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	42136	43164	-	BDB95904.1			phenylalanine--tRNA ligase alpha subunit	pheS		HYD_0370	1029	342	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	43357	43842	+					greA		HYD_0380	486		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	43357	43842	+	BDB95905.1			transcription elongation factor GreA	greA		HYD_0380	486	161	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	44000	46870	+					ileS		HYD_0390	2871		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	44000	46870	+	BDB95906.1			isoleucine--tRNA ligase	ileS		HYD_0390	2871	956	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	46883	47572	+							HYD_0400	690		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	46883	47572	+	BDB95907.1			hypothetical protein			HYD_0400	690	229	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	47655	48035	+							HYD_0410	381		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	47655	48035	+	BDB95908.1			hypothetical protein			HYD_0410	381	126	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	48121	49446	+							HYD_0420	1326		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	48121	49446	+	BDB95909.1			hypothetical protein			HYD_0420	1326	441	
gene	tRNA	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	49683	49772	+							HYD_t0020	90		
tRNA		GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	49683	49772	+				tRNA-Ser			HYD_t0020	90		
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	50249	51523	+							HYD_0430	1275		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	50249	51523	+	BDB95910.1			portal protein			HYD_0430	1275	424	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	51538	52077	+					gp35		HYD_0440	540		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	51538	52077	+	BDB95911.1			primosomal replication protein N	gp35		HYD_0440	540	179	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	52117	53334	+					gp36		HYD_0450	1218		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	52117	53334	+	BDB95912.1			phage capsid protein	gp36		HYD_0450	1218	405	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	53346	53864	+							HYD_0460	519		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	53346	53864	+	BDB95913.1			hypothetical protein			HYD_0460	519	172	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	53895	54242	+							HYD_0470	348		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	53895	54242	+	BDB95914.1			hypothetical protein			HYD_0470	348	115	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	54239	54604	+							HYD_0480	366		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	54239	54604	+	BDB95915.1			hypothetical protein			HYD_0480	366	121	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	54677	55213	+							HYD_0490	537		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	54677	55213	+	BDB95916.1			hypothetical protein			HYD_0490	537	178	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	55240	56040	-					sam		HYD_0500	801		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	55240	56040	-	BDB95917.1			S-adenosylmethionine uptake transporter	sam		HYD_0500	801	266	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	56173	58050	+							HYD_0510	1878		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	56173	58050	+	BDB95918.1			hypothetical protein			HYD_0510	1878	625	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	58135	58992	+							HYD_0520	858		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	58135	58992	+	BDB95919.1			hypothetical protein			HYD_0520	858	285	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	59010	59543	+							HYD_0530	534		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	59010	59543	+	BDB95920.1			hypothetical protein			HYD_0530	534	177	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	59547	59975	+							HYD_0540	429		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	59547	59975	+	BDB95921.1			hypothetical protein			HYD_0540	429	142	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	60036	60536	+							HYD_0550	501		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	60036	60536	+	BDB95922.1			hypothetical protein			HYD_0550	501	166	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	60627	61532	-							HYD_0560	906		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	60627	61532	-	BDB95923.1			hypothetical protein			HYD_0560	906	301	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	61632	62666	-					pdhA		HYD_0570	1035		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	61632	62666	-	BDB95924.1			pyruvate dehydrogenase E1 component subunit alpha	pdhA		HYD_0570	1035	344	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	62899	63207	+					ihfA		HYD_0580	309		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	62899	63207	+	BDB95925.1			integration host factor subunit alpha	ihfA		HYD_0580	309	102	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	63336	63734	+					acpS		HYD_0590	399		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	63336	63734	+	BDB95926.1			holo-[acyl-carrier-protein] synthase	acpS		HYD_0590	399	132	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	63724	64602	+							HYD_0600	879		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	63724	64602	+	BDB95927.1			signal peptidase I			HYD_0600	879	292	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	64669	65352	+					rnc		HYD_0610	684		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	64669	65352	+	BDB95928.1			ribonuclease 3	rnc		HYD_0610	684	227	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	65554	68136	+					clpB		HYD_0620	2583		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	65554	68136	+	BDB95929.1			chaperone protein ClpB	clpB		HYD_0620	2583	860	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	68217	68771	-							HYD_0630	555		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	68217	68771	-	BDB95930.1			hypothetical protein			HYD_0630	555	184	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	68818	71433	-					polA		HYD_0640	2616		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	68818	71433	-	BDB95931.1			DNA polymerase I	polA		HYD_0640	2616	871	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	71426	71887	-							HYD_0650	462		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	71426	71887	-	BDB95932.1			hypothetical protein			HYD_0650	462	153	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	72365	75427	-					secA		HYD_0660	3063		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	72365	75427	-	BDB95933.1			protein translocase subunit SecA	secA		HYD_0660	3063	1020	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	75649	76734	+					asd		HYD_0670	1086		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	75649	76734	+	BDB95934.1			aspartate-semialdehyde dehydrogenase	asd		HYD_0670	1086	361	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	77058	77936	+							HYD_0680	879		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	77058	77936	+	BDB95935.1			hypothetical protein			HYD_0680	879	292	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	78107	79981	+					lepA		HYD_0690	1875		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	78107	79981	+	BDB95936.1			elongation factor 4	lepA		HYD_0690	1875	624	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	80206	81027	+							HYD_0700	822		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	80206	81027	+	BDB95937.1			hypothetical protein			HYD_0700	822	273	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	81357	81662	+							HYD_0710	306		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	81357	81662	+	BDB95938.1			hypothetical protein			HYD_0710	306	101	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	81792	82064	-							HYD_0720	273		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	81792	82064	-	BDB95939.1			hypothetical protein			HYD_0720	273	90	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	82256	82981	+					rplC		HYD_0730	726		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	82256	82981	+	BDB95940.1			50S ribosomal protein L3	rplC		HYD_0730	726	241	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	83003	83641	+					rplD		HYD_0740	639		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	83003	83641	+	BDB95941.1			50S ribosomal protein L4	rplD		HYD_0740	639	212	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	83643	83978	+					rplW		HYD_0750	336		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	83643	83978	+	BDB95942.1			50S ribosomal protein L23	rplW		HYD_0750	336	111	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	84007	84834	+					rplB		HYD_0760	828		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	84007	84834	+	BDB95943.1			50S ribosomal protein L2	rplB		HYD_0760	828	275	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	84925	85212	+					rpsS		HYD_0770	288		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	84925	85212	+	BDB95944.1			30S ribosomal protein S19	rpsS		HYD_0770	288	95	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	85304	85663	+					rplV		HYD_0780	360		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	85304	85663	+	BDB95945.1			50S ribosomal protein L22	rplV		HYD_0780	360	119	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	85663	86340	+					rpsC		HYD_0790	678		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	85663	86340	+	BDB95946.1			30S ribosomal protein S3	rpsC		HYD_0790	678	225	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	86365	86787	+					rplP		HYD_0800	423		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	86365	86787	+	BDB95947.1			50S ribosomal protein L16	rplP		HYD_0800	423	140	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	86790	86990	+							HYD_0810	201		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	86790	86990	+	BDB95948.1			hypothetical protein			HYD_0810	201	66	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	88286	88660	-					rpsL		HYD_0820	375		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	88286	88660	-	BDB95949.1			30S ribosomal protein S12	rpsL		HYD_0820	375	124	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	88751	89221	-					rpsI		HYD_0830	471		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	88751	89221	-	BDB95950.1			30S ribosomal protein S9	rpsI		HYD_0830	471	156	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	89286	89762	-					rplM		HYD_0840	477		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	89286	89762	-	BDB95951.1			50S ribosomal protein L13	rplM		HYD_0840	477	158	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	90018	91247	+							HYD_0850	1230		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	90018	91247	+	BDB95952.1			hypothetical protein			HYD_0850	1230	409	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	91403	91849	+							HYD_0860	447		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	91403	91849	+	BDB95953.1			hypothetical protein			HYD_0860	447	148	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	92070	93722	+							HYD_0870	1653		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	92070	93722	+	BDB95954.1			MBL fold hydrolase			HYD_0870	1653	550	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	93989	95863	+							HYD_0880	1875		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	93989	95863	+	BDB95955.1			hypothetical protein			HYD_0880	1875	624	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	97120	98835	-							HYD_0890	1716		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	97120	98835	-	BDB95956.1			putative lipid II flippase MurJ			HYD_0890	1716	571	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	99171	99416	-					rpmA		HYD_0900	246		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	99171	99416	-	BDB95957.1			50S ribosomal protein L27	rpmA		HYD_0900	246	81	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	99436	99750	-					rplU		HYD_0910	315		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	99436	99750	-	BDB95958.1			50S ribosomal protein L21	rplU		HYD_0910	315	104	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	99948	100838	-							HYD_0920	891		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	99948	100838	-	BDB95959.1			hypothetical protein			HYD_0920	891	296	
gene	tRNA	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	101098	101169	-							HYD_t0030	72		
tRNA		GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	101098	101169	-				tRNA-Val			HYD_t0030	72		
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	101326	102789	-					lnt		HYD_0930	1464		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	101326	102789	-	BDB95960.1			apolipoprotein N-acyltransferase	lnt		HYD_0930	1464	487	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	103050	103655	+					lipB		HYD_0940	606		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	103050	103655	+	BDB95961.1			octanoyltransferase	lipB		HYD_0940	606	201	
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	103652	104590	-					miaA		HYD_0950	939		
CDS	with_protein	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	103652	104590	-	BDB95962.1			tRNA dimethylallyltransferase	miaA		HYD_0950	939	312	
gene	tRNA	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	104720	104803	-							HYD_t0040	84		
tRNA		GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	104720	104803	-				tRNA-Leu			HYD_t0040	84		
gene	protein_coding	GCA_021654655.1	Primary Assembly	chromosome		AP025225.1	104998	105753	-							HYD_0960	756		
